rock,"
    
    Idąc cmentarną aleją 
szukam ciebie, mój przyjacielu
Odszedłeś bo byłeś słaby 
jak suchy liść
Dziś możemy dotknąć się 
naszymi pustymi duszami
Obnażyć swe oszustwa
 i nasze wypalone sumienia
Już nikogo nie dręczą 
nasze mdłe spojrzenia
Dziś nareszcie jesteśmy sami 
w ten listopadowy wieczór
Idąc jesienną aleją szukam ciebie 
mój przyjacielu
Chcę być tylko z tobą 
przez kilka małych chwil
Pomóż mi przywołać dawne lata 
ożywić śpiących ludzi
Pomóż mi...
pomóż mi pokonać smutek 
który pozostał gdy nagle odszedłeś
Już nikogo nie dręczą nasze mdłe spojrzenia
Dziś jesteśmy nareszcie sami 
w ten listopadowy wieczór...
    
     
 
"
rock,"
    
    Nie płacz, Ewka, bo tu miejsca brak na twe babskie łzy
Po ulicy miłość hula wiatr wśród rozbitych szyb
Patrz, poeci śliczni prawdy sens roztrwonili w grach
W półlitrówkach pustych SOS wysyłają w świat
Żegnam was, już wiem
Nie załatwię wszystkich pilnych spraw
Idę sam, właśnie tam, gdzie czekają mnie
Tam przyjaciół kilku mam od lat
Dla nich zawsze śpiewam, dla nich gram
Jeszcze raz żegnam was, nie spotkamy się
Proza życia to przyjaźni kat, pęka cienka nić
Telewizor, meble, mały fiat: oto marzeń szczyt
Hej, prorocy moi z gniewnych lat, obrastacie w tłuszcz
Już was w swoje szpony dopadł szmal, zdrada płynie z ust
Żegnam was, już wiem
Nie załatwię wszystkich pilnych spraw
Idę sam, właśnie tam, gdzie czekają mnie
Tam przyjaciół kilku mam od lat
Dla nich zawsze śpiewam, dla nich gram
Jeszcze raz żegnam was, nie spotkamy się 
    
     
 
"
rock,"
    
    Może masz w głowie myśli bardziej szalone niż ja.
Może masz skrzydła, których by Tobie pozazdrościł ptak.
Może masz serce całe ze szlachetnego szkła.
Może masz kogoś, a może właśnie kogoś Ci brak.
Nie płacz, nie płacz, o nie!
Może masz oczy, w których nie gościł dotąd strach.
Może masz w sobie niechęć do wojny i brudnych spraw.
Może masz litość, a może uczuć już w Tobie brak.
Może masz wszystko, lecz nie masz tego co mam ja.
Nie ma nikt takiej nadziei jak ja.
Nie ma nikt takiej wiary w ludzi i cały ten świat.
Nie ma nikt tylu zmarnowanych lat.
Nie ma nikt, bo któż to wszystko mieć by chciał.
Tylko ja, tylko ja.
Nie ma nikt takiej nadziei jak ja.
Nie ma nikt takiej wiary w ludzi i cały ten świat.
Nie ma nikt tylu zmarnowanych lat.
Nie ma nikt, bo któż to wszystko mieć by chciał.
Tylko ja, tylko ja.
    
     
 
"
rock,"
    
    Mówią o mnie w mieście: Co z niego za typ?
Wciąż chodzi pijany, pewno nie wie co to wstyd.
Brudny, niedomytek, w stajni ciągle śpi!
Czego szuka w naszym mieście?
Idź do diabła - mówią ludzie pełni cnót.
Chciałem kiedyś zmądrzeć, po ich stronie być,
Spać w czystej pościeli, świeże mleko pić.
Naprawdę chciałem zmądrzeć i po ich stronie być.
Pomyślałem więc o żonie, aby stać się jednym z nich,
Stać się jednym z nich, stać się jednym z nich...
Już miałem na oku hacjendę, wspaniałą, mówię wam,
Lecz nie chciała tam zamieszkać żadna z pięknych dam.
Wszystkie śmiały się, wołając, wołając za mną wciąż:
Bardzo ładny Frak masz, Billy,
Ale kiepski byłby z Ciebie mąż, kiepski byłby z Ciebie mąż.
Ouuu, yeah, yeah, yeah.
Kiepski byłby mąż.
Yeah.
Whisky, moja żono, jednak Tyś najlepszą z dam.
Już mnie nie opuścisz, nie, nie będę sam.
Mówią: whisky to nie wszystko, można bez niej żyć,
Lecz nie wiedzą o tym,
Że najgorzej w życiu to,
To samotnym być, to samotnym być
O nie!
Lecz nie wiedzą o tym, że
Najgorzej to,
To samotnym być.
Nie, o nie!
Nie chcę już samotnym być, nie!
O nie!
Nie chcę już, nie chcę już samotnym być, nie!
Nie chcę już, nie chcę już samotnym być, nie!
Nie!
    
     
 
"
rock,"
    
    Może masz w głowie myśli bardziej szalone niż ja.
Może masz skrzydła, których by Tobie pozazdrościł ptak.
Może masz serce całe ze szlachetnego szkła.
Może masz kogoś, a może właśnie kogoś Ci brak.
Nie płacz, nie płacz, o nie!
Może masz oczy, w których nie gościł dotąd strach.
Może masz w sobie niechęć do wojny i brudnych spraw.
Może masz litość, a może uczuć już w Tobie brak.
Może masz wszystko, lecz nie masz tego co mam ja.
Nie ma nikt takiej nadziei jak ja.
Nie ma nikt takiej wiary w ludzi i cały ten świat.
Nie ma nikt tylu zmarnowanych lat.
Nie ma nikt, bo któż to wszystko mieć by chciał.
Tylko ja, tylko ja.
Nie ma nikt takiej nadziei jak ja.
Nie ma nikt takiej wiary w ludzi i cały ten świat.
Nie ma nikt tylu zmarnowanych lat.
Nie ma nikt, bo któż to wszystko mieć by chciał.
Tylko ja, tylko ja.
    
     
 
"
rock,"
    
    Miałem dziesięć lat
Gdy usłyszał o nim świat
W mej piwnicy był nasz klub
Kumpel radio zniósł
Usłyszałem Blue Suede Shoes
I nie mogłem w nocy spać
Wiatr odnowy wiał
Darowano reszty kar
Znów się można było śmiać
W kawiarniany gwar
Jak tornado jazz się wdarł
I ja też chciałem grać
Ojciec, Bóg wie gdzie
Martenowski stawiał piec
Mnie paznokieć z palca zszedł
Z gryfu został wiór
Grałem milion różnych bzdur
I poznałem co to seks
Pocztówkowy szał
Każdy z nas ich pięćset miał
Zamiast nowej pary jeans
A w sobotnią noc
Był Luxembourg, chata, szkło
Jakże się chciało żyć!
Było nas trzech
W każdym z nas inna krew
Ale jeden przyświecał nam cel
Za kilka lat
Mieć u stóp cały świat
Wszystkiego w bród
Alpagi łyk
I dyskusje po świt
Niecierpliwy w nas ciskał się duch
Ktoś dostał w nos
To popłakał się ktoś
Coś działo się
Poróżniła nas
Za jej Poli Raksy twarz
Każdy by się zabić dał
W pewną letnią noc
Gdzieś na dach wyniosłem koc
I dostałem to, com chciał
Powiedziała mi
Że kłopoty mogą być
Ja jej, że egzamin mam
Odkręciła gaz
Nie zapukał nikt na czas
Znów jak pies, byłem sam
Stu różnych ról
Czym ugasić mój ból
Nauczyło mnie życie jak nikt
W wyrku na wznak
Przechrapałem swój czas
Najlepszy czas
W knajpie dla braw
Klezmer kazał mi grać
Takie rzeczy, że jeszcze mi wstyd
Pewnego dnia
Zrozumiałem, że ja
Nie umiem nic
Słuchaj mnie tam!
Pokonałem się sam
Oto wyśnił się wielki mój sen
Tysięczny tłum
Spija słowa z mych ust
Kochają mnie
W hotelu fan
Mówi: na taśmie mam
To jak w gardłach im rodzi się śpiew
Otwieram drzwi
I nie mówię już nic
Do czterech ścian
    
     
 
"
rock,"
    
    Chmury wiszą nad miastem, ciemno i wstać nie mogę 
Naciągam głębiej kołdrę, znikam, kulę się w sobie 
Powietrze lepkie i gęste, wilgoć osiada na twarzach 
Ptak smętnie siedzi na drzewie, leniwie pióra wygładza 
Poranek przechodzi w południe, bezwładnie mijają godziny 
Czasem zabrzęczy mucha w sidłach pajęczyny 
A słońce wysoko, wysoko świeci pilotom w oczy 
Ogrzewa niestrudzenie zimne niebieskie przestrzenie 
Czekam na wiatr, co rozgoni 
Ciemne skłębione zasłony 
Stanę wtedy na RAZ! 
Ze słońcem twarzą w twarz 
Ulice mgłami spowite, toną w ślepych kałużach 
Przez okno patrzę znużona, z tęsknotą myślę o burzy 
A słońce wysoko, wysoko świeci pilotom w oczy 
Ogrzewa niestrudzenie zimne niebieskie przestrzenie 
Czekam na wiatr, co rozgoni 
Ciemne skłębione zasłony 
Stanę wtedy na RAZ!
Ze słońcem twarzą w twarz
    
     
 
"
rock,"
    
    Wizje chodźcie do mnie
Blisko najbliżej
Zostańcie w mojej głowie
Najdziksze sny
Oto jest wasza scena
Reflektor niżej
Korowód moich marzeń
Wiruje, lśni
Skąd wziął się ten śnieg
Pośrodku lata
Skąd ten saksofon, który 
Pod czaszką gra
Już eksplodują lustra
Całego świata
I nieskończenie wolno
Pulsuje czas
Nadciąga noc komety
Ognistych meteorów deszcz
Nie dowiesz się z gazety
Kto przeżyje swoją śmierć
Blaski odblaski powódź pozłoty
Krzyże południa
I gwiezdny pył
Stosy diamentów
Co zimnym światłem
Będą się palić
Do kresu dni
Nadciąga noc komety...
Bladą dłonią świt
Otrze pot i łzy
Koszmar minie
Znikną duszne sny
    
     
 
"
rock,"
    
    Nad ogromną betonową wsią,
Z wolna gaśnie słoneczna żarówka.
Pod ogromną betonową wieś,
Kocim krokiem podchodzi szarówka.
Już z ogonków wycofały się,
Frasobliwe kolejek Madonny.
Do kapliczek powracają gdzie,
Telewizor z prognozą pogody!
Szklana pogoda,
Szyby niebieskie od telewizorów!
Szklana pogoda,
Szklanka naciąga bez humoru!
Szklana pogodaa!
Rygle, zamki zabezpieczą drzwi,
Szklany judasz gości skontroluje.
Noc nie straszna, kiedy kłódki trzy,
Na złodzieja bracie narychtujesz!
Windy szumią śpiewankę do snu,
Sąsiad pacierz klepie na kolanach.
Może jeszcze raz się uda znów,
Przetrwać noc i doczołgać do rana!
 
Szklana pogoda,
Szyby niebieskie od telewizorów!
Szklana pogoda,
Szklanka naciąga bez humoru!
Szklana pogodaaa!
(c) 1983 wyk.: Małgorzata Ostrowska
Wytwórnia: Polskie Nagrania Muza
Numer katalogowy: SS 811
    
     
 
"
rock,"
    
    Żyj z całych sił
I uśmiechaj się do ludzi
Bo nie jesteś sam
Śpij, nocą śnij
Niech zły sen Cię nigdy więcej nie obudzi
Teraz śpij
Niech dobry Bóg
Zawsze cię za rękę trzyma
Kiedy ciemny wiatr
Porywa spokój
Siejąc smutek i zwątpienie
Pamiętaj, że
Jak na deszczu łza
Cały ten świat nie znaczy nic a nic...
Chwila, która trwa
Może być najlepszą z Twoich chwil...
Idź własną drogą
Bo w tym cały sens istnienia
Żeby umieć żyć
Bez znieczulenia
Bez niepotrzebnych niespełnienia
Myśli złych
Jak na deszczu łza
Cały ten świat nie znaczy nic a nic...
Chwila, która trwa
Może być najlepszą z Twoich chwil...
Najlepszą z Twoich chwil
Niech dobry Bóg
Zawsze cię za rękę trzyma
Kiedy ciemny wiatr
Porywa spokój
Siejąc smutek i zwątpienie
Pamiętaj
Jak na deszczu łza
Cały ten świat nie znaczy nic a nic...
Chwila, która trwa
Może być najlepszą z Twoich chwil...
Najlepszą z Twoich chwil/
    
     
 
"
